Index,Title,Recommendation,Company Engagement,Has Device,Number of Companies,Is Unique Company
IPG668,Open prenatal repair for open neural tube defects in the fetus , Evidence on the efficacy of open prenatal repair of open neural tube defects in the fetus is adequate in quantity and quality However evidence on its safety shows serious but well recognised safety concerns for the mother and fetus Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,"There is no specific device used for this procedure other than those normally used in surgical procedures. If there is insufficient dura or skin to complete the closure, then a patch substitute (single layer dermal regeneration template) is used for repair. These products are not CE marked for use in this procedure/indication. They are mainly considered as off label use. Therefore, no structured information requests were sent to companies.  ",0,There is no specific device used for this procedure other than those normally used in surgical procedures.,0
IPG669,Bilateral cervicosacropexy (CESA) or vaginosacropexy (VASA) using mesh for pelvic organ prolapse , Evidence on the safety and efficacy of bilateral cervicosacropexy CESA or vaginosacropexy VASA using mesh for pelvic organ prolapse is inadequate in quantity and quality Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG670,Cyanoacrylate glue occlusion for varicose veins , Evidence on the safety and efficacy of cyanoacrylate glue occlusion for varicose veins is adequate to support the use of this procedure provided that standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG671,MRI-guided laser interstitial thermal therapy for drug-resistant epilepsy , Evidence on the safety of MRI-guided laser interstitial thermal therapy for drug-resistant epilepsy shows there are serious but well-recognised safety concerns Evidence on its efficacy is limited in quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG672,Selective internal radiation therapy for unresectable colorectal metastases in the liver , Evidence on the safety of selective internal radiation therapy SIRT for unresectable colorectal metastases in the liver shows there can be serious complications but these are well recognised and infrequent  In people who cannot tolerate chemotherapy or have liver metastases that are refractory to chemotherapy there is evidence of efficacy but this is limited particularly for important outcomes such as quality of life Therefore in these people this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page  In people who can have chemotherapy evidence on overall survival and quality of life is inadequate in quality Therefore in these people this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure. NICE received 3 completed submissions. These was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG673,Intravascular lithotripsy for calcified coronary arteries during percutaneous coronary intervention , Evidence on the safety and efficacy of intravascular lithotripsy for calcified coronary arteries during percutaneous coronary intervention is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG674,Artificial iris insertion for acquired aniridia , Evidence on the safety and efficacy of artificial iris implant insertion for acquired aniridia is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE website ,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. ,1,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG675,Artificial iris insertion for congenital aniridia , Evidence on the safety and efficacy of artificial iris implant insertion for congenital aniridia is inadequate in quantity and quality Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE website ,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. ,1,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG676,Transcranial magnetic stimulation for obsessive-compulsive disorder , Evidence on the safety of transcranial magnetic stimulation for obsessive-compulsive disorder raises no major safety concerns However evidence on its efficacy is inadequate in quantity and quality Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE website ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG677,"Electrical stimulation to improve muscle strength in chronic respiratory conditions, chronic heart failure and chronic kidney disease ", Evidence on the safety of electrical stimulation to improve muscle strength in chronic respiratory conditions chronic heart failure and chronic kidney disease shows no major safety concerns  For people who are having an acute exacerbation of their chronic condition and are unable to exercise evidence of efficacy is adequate to support the use of this procedure provided that standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE website  For people who are able to exercise evidence on efficacy is inadequate in quality Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE website ,A structured information request was sent to 5 companies who manufacture a potentially relevant device for use in this procedure. NICE received 3 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 5 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG678,Deep brain stimulation for refractory epilepsy in adults , Evidence on the safety and efficacy of deep brain stimulation for refractory epilepsy in adults differs according to the site of stimulation  For anterior thalamic targets the evidence is limited in quantity and quality therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE website  For targets other than the anterior thalamus the evidence is inadequate in quantity and quality therefore this procedure should only be used in the context of research Find out what only in research means on the NICE website ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG679,Implanted vagus nerve stimulation for treatment-resistant depression , Evidence on the safety of implanted vagus nerve stimulation for treatment-resistant depression raises no major safety concerns but there are frequent well-recognised side effects Evidence on its efficacy is limited in quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE website ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed IP778/2   Notice of rights.   submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG680,Transcranial magnetic stimulation for auditory hallucinations , Evidence on the safety of transcranial magnetic stimulation for auditory hallucinations is adequate and raises no major safety concerns However evidence on its efficacy is inadequate in quantity and quality Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 3 companies who manufacture or distribute a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 3 companies who manufacture or distribute a potentially relevant device for use in this procedure.,0
IPG681,Pressurised intraperitoneal aerosol chemotherapy for peritoneal carcinomatosis , Evidence on the safety of pressurised intraperitoneal aerosol chemotherapy for peritoneal carcinomatosis shows that this procedure can cause serious but well-recognised side effects Evidence on its efficacy is inadequate in quality Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE website ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG682,Balloon cryoablation for Barrett’s oesophagus , Evidence on the safety and efficacy of balloon cryoablation for Barretts oesophagus is inadequate in quantity and quality Therefore this procedure should only be used in the context of research This could be in the form of randomised controlled trials or published registry data Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies that manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the interventional procedures team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies that manufacture a potentially relevant device for use in this procedure.,0
IPG683,Balloon cryoablation for squamous dysplasia of the oesophagus , Evidence on the safety and efficacy of balloon cryoablation for squamous dysplasia of the oesophagus is inadequate in quantity and quality Therefore this procedure should only be used in the context of research This could be in the form of randomised controlled trials or published registry data Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies that manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the interventional procedures team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies that manufacture a potentially relevant device for use in this procedure.,0
IPG684,Swallowable gastric balloon capsule for weight loss , Evidence on the safety of the swallowable gastric balloon capsule for weight loss shows infrequent but potentially serious adverse events  For people who need to lose weight in the short term for medical reasons the evidence of efficacy is adequate to support the use of this procedure provided that special arrangements are in place for clinical governance consent and audit Find out what special arrangements mean on the NICE interventional procedures guidance page  For people who are aiming for long-term weight loss the evidence on efficacy is inadequate in quantity and quality so the procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG685,Self-expanding implant insertion into the intersphincteric space for faecal incontinence , Evidence on the safety and efficacy of self-expanding implant insertion into the intersphincteric space for faecal incontinence is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG687,Free-functioning gracilis transfer to restore upper limb function in brachial plexus injury , Evidence on the safety of free-functioning gracilis transfer to restore upper limb function in brachial plexus injury shows well-recognised complications Evidence on its efficacy is adequate to support the use of this procedure provided that standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE website ,"There is no specific device used for this procedure. Therefore, no structured information requests were sent to companies.  ",0,There is no specific device used for this procedure.,0
IPG688,Cytoreduction surgery with hyperthermic intraoperative peritoneal chemotherapy for peritoneal carcinomatosis , Evidence on the safety of cytoreduction surgery with hyperthermic intraoperative peritoneal chemotherapy for peritoneal carcinomatosis shows frequent and serious but well-recognised complications Evidence on its efficacy is limited in quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE website ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. IP 256/3   peritoneal carcinomatosis Notice of rights.   ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG689,Transcervical ultrasound-guided radiofrequency ablation for symptomatic uterine fibroids , Evidence on the safety of transcervical ultrasound-guided radiofrequency ablation for symptomatic uterine fibroids raises no major safety concerns However evidence on its efficacy is limited in quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG690,Extracorporeal whole liver perfusion for acute liver failure , Evidence on the safety of extracorporeal whole liver perfusion for acute liver failure shows serious well-recognised complications Evidence on efficacy is inadequate in quantity and quality Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was not sent to any companies because the perfusion circuit used in this procedure consists of multiple individual components from different manufacturers. When preparing this overview there was no single company that produces a perfusion circuit using a whole liver. IP1794   Notice of rights.   ,1,,0
IPG691,Melphalan chemosaturation with percutaneous hepatic artery perfusion and hepatic vein isolation for primary or metastatic cancer in the liver , Evidence on the safety of melphalan chemosaturation with percutaneous hepatic artery perfusion and hepatic vein isolation for cancer or metastases in the liver shows there are serious well-recognised complications  For patients with metastases in the liver from ocular melanoma there is some evidence of short-term tumour response For these patients this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page  For patients with primary liver cancer or metastases in the liver that are not from ocular melanoma evidence of efficacy is inadequate in quality and quantity For these patients this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG692,Repetitive short-pulse transscleral cyclophotocoagulation for glaucoma , Evidence on the safety of repetitive short-pulse transscleral cyclophotocoagulation for glaucoma shows no major safety concerns Evidence on efficacy is inadequate in quality Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE website ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission.  This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG693,"Deep brain stimulation for chronic, severe, treatment-resistant obsessive-compulsive disorder in adults ", Evidence on the safety and efficacy of deep brain stimulation for chronic severe treatment-resistant obsessive-compulsive disorder OCD in adults is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG694,Permanent His-bundle pacemaker implantation for treating heart failure , Evidence on the safety and efficacy of permanent His-bundle pacemaker implantation for treating heart failure is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to one company who manufacture a potentially relevant device for use in this procedure. NICE received one completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. IP 1746   Notice of rights.   ,1,A structured information request was sent to one company who manufacture a potentially relevant device for use in this procedure.,1
IPG695,Ex-situ machine perfusion for extracorporeal preservation of lungs (ex-vivo lung perfusion) for transplant , Evidence on the safety and efficacy of ex-situ machine perfusion for extracorporeal preservation of lungs for transplant is adequate to support the use of this procedure provided that standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG696,Transvaginal laser therapy for stress urinary incontinence , The evidence on transvaginal laser therapy for stress urinary incontinence does not show any short-term safety concerns Evidence on long-term safety and efficacy is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 4 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed IP 1542   Notice of rights.   submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 4 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG697,Transvaginal laser therapy for urogenital atrophy , The evidence on transvaginal laser therapy for urogenital atrophy does not show any short-term safety concerns Evidence on long-term safety and efficacy is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 4 companies who manufacture a potentially relevant device for use in this procedure. NICE received 3 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 4 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG698,Electrohydraulic lithotripsy for difficult-to-treat bile duct stones , Evidence on the efficacy of electrohydraulic lithotripsy for difficult-to-treat bile duct stones is adequate However evidence on its safety is limited in quantity Therefore it should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE did not receive a completed submission. IP1781   Notice of rights.   ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG699,Laser lithotripsy for difficult-to-treat bile duct stones , Evidence on the efficacy of laser lithotripsy for difficult-to-treat bile duct stones is adequate However evidence on its long-term safety is limited in quantity Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received a completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. IP1789   Notice of rights.   ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG700,Percutaneous insertion of a closure device to repair a paravalvular leak around a replaced mitral or aortic valve , Evidence on the safety of percutaneous insertion of a closure device to repair a paravalvular leak around a replaced mitral or aortic valve shows that this procedure can cause potentially serious but well-recognised complications Evidence on its efficacy is limited in quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG701,Inducing and maintaining normothermia using temperature modulation devices to improve outcomes after stroke or subarachnoid haemorrhage , Evidence on the safety and efficacy of inducing and maintaining normothermia using temperature modulation devices to improve outcomes after stroke or subarachnoid haemorrhage is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview.  IP1784   improve outcomes after stroke or subarachnoid haemorrhage Notice of rights.   ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG702,Magnetic resonance therapy for knee osteoarthritis , Evidence on the safety of magnetic resonance therapy for knee osteoarthritis shows no major safety concerns Evidence on efficacy is inadequate in quality and quantity and shows no benefit over placebo Therefore this procedure should not be used unless it is part of a research study Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG703,Laparoscopic removal of uterine fibroids with power morcellation , Evidence on the safety of laparoscopic removal of uterine fibroids with power morcellation shows potentially serious complications In particular there is a risk of spreading undiagnosed malignant tissue which has higher prevalence in people who are postmenopausal or over  Evidence on the procedures efficacy is limited in quantity Therefore  For people who are postmenopausal or over  this procedure should not be used Find out why NICE recommends not to use some procedures on the NICE interventional procedures guidance page  For people who are premenopausal or  or under this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG704,Hysteroscopic mechanical tissue removal (hysteroscopic morcellation) for uterine fibroids , Evidence on the safety of hysteroscopic mechanical tissue removal hysteroscopic morcellation for uterine fibroids shows there are well recognised infrequent but potentially serious side-effects Evidence on its efficacy is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG705,Lateral elbow resurfacing for arthritis , Evidence on the safety and efficacy of lateral elbow resurfacing for arthritis is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG706,Transapical transcatheter mitral valve-in-valve implantation for a failed surgically implanted mitral valve bioprosthesis , Evidence on the safety of transapical transcatheter mitral valve-in-valve implantation for a failed surgically implanted mitral valve bioprosthesis is adequate and shows some serious but well-recognised complications Evidence on its efficacy is limited in quality So this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received no completed submissions. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG707,Transapical transcatheter mitral valve-in-ring implantation after failed annuloplasty for mitral valve repair , Evidence on the safety of transapical transcatheter mitral valve-in-ring implantation after failed mitral valve repair surgery is adequate and shows some serious but well recognised complications Evidence on its efficacy is limited in quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received no completed submissions. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG708,Genicular artery embolisation for pain from knee osteoarthritis , Evidence on the safety of genicular artery embolisation for pain from knee osteoarthritis shows no major safety concerns in the short term Evidence on its efficacy and long-term safety is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE did not receive any  completed submissions.  ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG710,Percutaneous endovascular forearm arteriovenous fistula creation for haemodialysis access , Evidence on the safety of percutaneous endovascular forearm arteriovenous fistula creation for haemodialysis access raises no major safety concerns However evidence on its efficacy is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG711,Percutaneous implantation of pulmonary artery pressure sensors for monitoring treatment of chronic heart failure , Evidence on the safety and efficacy of percutaneous implantation of pulmonary artery pressure sensors for monitoring treatment of chronic heart failure is adequate to support using this procedure provided that standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG712,Coronary sinus narrowing device implantation for refractory angina , Evidence on the safety of coronary sinus narrowing device implantation for refractory angina shows well-recognised complications Evidence on efficacy is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG713,Transanal total mesorectal excision for rectal cancer , Evidence on the efficacy of transanal total mesorectal excision of the rectum is adequate Evidence on its safety is inconsistent It also shows the potential for major safety concerns including damage to adjacent structures and seeding of malignancy Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG714,Endobronchial nerve ablation for chronic obstructive pulmonary disease , Evidence on the safety and efficacy of endobronchial nerve ablation for chronic obstructive pulmonary disease COPD is inadequate in quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview.  IP 1437   Notice of rights.   ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG715,Stereotactic radiosurgery for trigeminal neuralgia , Evidence on the safety and efficacy of stereotactic radiosurgery for trigeminal neuralgia is adequate to support using this procedure provided that standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG716,Microwave ablation for primary or metastatic cancer in the lung , Evidence on the safety of microwave ablation for treating primary lung cancer and metastases in the lung is adequate but shows it can cause infrequent serious complications Evidence on its efficacy shows it reduces tumour size But the evidence on improvement in survival long-term outcomes and quality of life is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure. NICE received 3 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. IP1051/2   Notice of rights.   ,1,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG717,Endoscopic full thickness removal of gastrointestinal stromal tumours of the stomach , Evidence on the safety and efficacy of endoscopic full thickness removal of gastrointestinal stromal tumours of the stomach is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG718,Intramedullary distraction for lower limb lengthening , Evidence on the safety and efficacy of intramedullary distraction for lower limb lengthening is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page This guidance is not intended to cover this procedure for bilateral lower limb lengthening for people with short stature ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
